01/01/2022,Kahului,PHOG,OGG,2022-01-01T22:36:00+00:00,Los Angeles International,KLAX,LAX,American Airlines,AAL,2062,AA2062,AAL2062,20.894598,-156.4360744,Kahului
01/01/2022,St. George Municipal,KSGU,SGU,,Salt Lake City International,KSLC,SLC,empty,,,,,37.0308263,-113.5089302,St. George
01/01/2022,Bert Mooney Airport,KBTM,BTM,,Salt Lake City International,KSLC,SLC,empty,,,,,45.9551935,-112.5021977,Butte
01/01/2022,Memphis International,KMEM,MEM,,Ted Stevens Anchorage International Airport,PANC,ANC,FedEx,FDX,9815,FX9815,FDX9815,35.0420679,-89.9791729,Memphis
01/01/2022,Bismarck,KBIS,BIS,2022-01-01T20:01:00+00:00,Boeing Field/King County International Airport,KBFI,BFI,Private Jets,OKC,420,,OKC420,46.77519,-100.7572447,Bismarck
01/01/2022,Tulsa International,KTUL,TUL,,Nashville International,KBNA,BNA,empty,,,,,36.198778,-95.8838659,Tulsa
01/01/2022,Ted Stevens Anchorage International Airport,PANC,ANC,2022-01-01T23:54:00+00:00,Los Angeles International,KLAX,LAX,Kalitta Air,CKS,813,K4813,CKS813,61.1758863,-149.9900791,Anchorage
01/01/2022,Philadelphia International,KPHL,PHL,2022-01-01T22:34:00+00:00,Kansas City International Airport,KMCI,MCI,Malaysia Airlines,MAS,9556,MH9556,MAS9556,39.8729299,-75.2436673,Philadelphia
01/01/2022,Mineta San Jose International Airport,KSJC,SJC,,Metropolitan Oak International,KOAK,OAK,Pacific Coast Jet,PXT,605,,PXT605,37.3639472,-121.9289375,San Jose
01/01/2022,Birmingham,KBHM,BHM,2022-01-01T21:29:00+00:00,Huntsville International - Carl T. Jones Field,KHSV,HSV,American Airlines,AAL,5215,AA5215,AAL5215,33.5624269,-86.754126,Birmingham
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T23:43:00+00:00,Memphis International,KMEM,MEM,Kalitta Charters,KFS,69,K969,KFS69,35.2144026,-80.9473146,Charlotte
01/01/2022,Washington Dulles International,KIAD,IAD,2022-01-01T23:39:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,2184,UA2184,UAL2184,38.9531162,-77.4565388,Dulles
01/01/2022,Monterey Peninsula,KMRY,MRY,,Santa Barbara Metropolitan Area,KSBA,SBA,NetJets Aviation,EJA,787,1I787,EJA787,36.5871457,-121.8462322,Monterey
01/01/2022,Wilkes-Barre/Scranton International Airport,KAVP,AVP,2022-01-01T20:54:00+00:00,John F Kennedy International,KJFK,JFK,Finnair,FIN,4097,AY4097,FIN4097,41.3377564,-75.7237821,Avoca
01/01/2022,Municipal,KHYS,HYS,2022-01-01T23:46:00+00:00,Salina,KSLN,SLN,Executive Flight Services,XSR,301,,XSR301,38.853909,-99.273786,Hays
01/01/2022,Redding,KRDD,RDD,2022-01-01T20:40:00+00:00,Metropolitan Oak International,KOAK,OAK,Pacific Coast Jet,PXT,415,,PXT415,40.5058184,-122.2996775,Woodrum Circle
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-02T02:45:00+00:00,Logan International,KBOS,BOS,JetBlue Airways,JBU,648,B6648,JBU648,40.7899404,-111.9790706,Salt Lake City
01/01/2022,Portland International,KPDX,PDX,2022-01-02T09:07:00+00:00,Chicago O'hare International,KORD,ORD,United Airlines,UAL,8156,UA8156,UAL8156,45.5897694,-122.5950942,Northeast Portland
01/01/2022,Bush Field,KAGS,AGS,,Sarasota/Bradenton International,KSRQ,SRQ,NetJets Aviation,EJA,511,1I511,EJA511,33.3699799,-81.9651701,Industrial
01/01/2022,Midway,KMDW,MDW,,San Diego International Airport,KSAN,SAN,empty,,,,,41.7867759,-87.7521884,South Side
01/01/2022,Fresno Air Terminal Airport,KFAT,FAT,,Chicago O'hare International,KORD,ORD,United Airlines,UAL,5253,UA5253,UAL5253,36.7758493,-119.7181083,McLane
01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T15:54:00+00:00,Easterwood Field,KCLL,CLL,Delta Private Jets,DPJ,226,,DPJ226,32.7338006,-117.1933038,Point Loma
01/01/2022,Ketchikan International Airport,PAKT,KTN,2022-01-01T16:45:00+00:00,Seattle-Tacoma International,KSEA,SEA,Alaska Airlines,ASA,7004,AS7004,ASA7004,55.3554106,-131.7105604,Ketchikan
01/01/2022,Bangor International Airport,KBGR,BGR,2022-01-01T20:25:00+00:00,Washington Dulles International,KIAD,IAD,NetJets Aviation,EJA,209,1I209,EJA209,44.808176,-68.8165036,Bangor
01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T22:03:00+00:00,Seattle-Tacoma International,KSEA,SEA,KLM,KLM,6733,KL6733,KLM6733,19.736916,-156.0429246,Kalaoa
01/01/2022,Wicomico Regional,KSBY,SBY,,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Mountain Air Cargo,MTN,7457,C27457,MTN7457,38.339115,-75.5075949,Airport Terminal Road
01/01/2022,Nantucket Memorial,KACK,ACK,2022-01-01T19:34:00+00:00,Hanscom Field,KBED,BED,empty,,,,,41.2569516,-70.0637506,Nantucket
01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T23:03:00+00:00,Tampa International,KTPA,TPA,Finnair,FIN,4074,AY4074,FIN4074,25.7958723,-80.2870509,Miami
01/01/2022,Spokane International,KGEG,GEG,2022-01-02T01:22:00+00:00,Chicago O'hare International,KORD,ORD,United Airlines,UAL,637,UA637,UAL637,47.6212063,-117.5333722,Spokane
01/01/2022,Ontario International,KONT,ONT,2022-01-01T23:36:00+00:00,John F Kennedy International,KJFK,JFK,Hawaiian Airlines,HAL,2286,HA2286,HAL2286,34.0559976,-117.5980922,California
01/01/2022,Lovell Field,KCHA,CHA,,Sarasota/Bradenton International,KSRQ,SRQ,Mountain Aviation,FTH,861,,FTH861,35.0374486,-85.1970112,Chattanooga
01/01/2022,Palm Beach International Airport,KPBI,PBI,2022-01-01T00:50:00+00:00,Orlando International,KMCO,MCO,STAjets,KFB,69,,KFB69,26.6857475,-80.0928165,West Palm Beach
01/01/2022,Atlantic City International,KACY,ACY,2022-01-01T01:21:00+00:00,Nashville International,KBNA,BNA,empty,,,,,39.4528283,-74.5714431,New Jersey
01/01/2022,Midland International,KMAF,MAF,,Dallas/Fort Worth International,KDFW,DFW,Alaska Airlines,ASA,4163,AS4163,ASA4163,31.9417386,-102.2047497,Midland
01/01/2022,Austin-straubel Field,KGRB,GRB,,Chicago O'hare International,KORD,ORD,Alaska Airlines,ASA,6348,AS6348,ASA6348,44.4923396,-88.1277541,Green Bay
01/01/2022,Fairbanks International Airport,PAFA,FAI,2022-01-01T21:18:00+00:00,Chicago O'hare International,KORD,ORD,China Southern Airlines,CSN,497,CZ497,CSN497,64.8164163,-147.8635169,Fairbanks
01/01/2022,Cincinnati/Northern Kentucky,KCVG,CVG,2022-01-01T02:26:00+00:00,Ted Stevens Anchorage International Airport,PANC,ANC,Kalitta Air,CKS,802,K4802,CKS802,39.0508279,-84.6672805,Hebron
01/01/2022,Hilo International,PHTO,ITO,2022-01-02T00:11:00+00:00,Los Angeles International,KLAX,LAX,United Airlines,UAL,1706,UA1706,UAL1706,19.7188342,-155.0416866,Hilo
01/01/2022,Lihue,PHLI,LIH,2022-01-01T23:07:00+00:00,Sky Harbor International,KPHX,PHX,American Airlines,AAL,697,AA697,AAL697,21.9788489,-159.3437585,Lihue
01/01/2022,Dannelly Field,KMGM,MGM,,Lovell Field,KCHA,CHA,American Airlines,AAL,3901,AA3901,AAL3901,32.3047762,-86.3906452,Montgomery
01/01/2022,San Antonio International,KSAT,SAT,2021-12-31T23:45:00+00:00,Love Field,KDAL,DAL,Quest Diagnostics,LBQ,611,LBQ611,LBQ611,29.5311973,-98.4683484,Uptown
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,,Lovell Field,KCHA,CHA,Mountain Aviation,FTH,861,,FTH861,26.0742344,-80.1506022,Fort Lauderdale
01/01/2022,Lincoln,KLNK,LNK,2022-01-01T18:52:00+00:00,Jackson Hole,KJAC,JAC,Silverhawk Aviation,SLH,814,,SLH814,40.8506586,-96.7581014,Lincoln
01/01/2022,Montrose Regional Airport,KMTJ,MTJ,2022-01-01T17:39:00+00:00,Westchester County Apt,KHPN,HPN,NetJets Aviation,EJA,533,1I533,EJA533,38.5002349,-107.8992134,Montrose
01/01/2022,Glacier Park International,KGPI,FCA,,Great Falls International Airport,KGTF,GTF,empty,,,,,48.3076648,-114.2525337,Kalispell
01/01/2022,Dothan Airport,KDHN,DHN,2022-01-01T18:59:00+00:00,Pensacola International Airport,KPNS,PNS,empty,,,,,31.3148738,-85.448721,Dothan
01/01/2022,Long Beach Municipal,KLGB,LGB,2022-01-01T21:13:00+00:00,Municipal,KOGD,OGD,empty,,,,,33.8161064,-118.1512558,Long Beach
01/01/2022,Western Neb. Regional,KBFF,BFF,2022-01-01T16:43:00+00:00,Lincoln,KLNK,LNK,empty,,,,,41.8696365,-103.5926208,Airport Road
01/01/2022,Southwest Florida International,KRSW,RSW,2022-01-01T20:56:00+00:00,John F Kennedy International,KJFK,JFK,JetBlue Airways,JBU,1052,B61052,JBU1052,26.5337051,-81.7553083,Fort Myers
01/01/2022,Cherry Capital Airport,KTVC,TVC,,Gerald R. Ford International,KGRR,GRR,empty,,,,,44.7414465,-85.5792528,Traverse City
01/01/2022,Sacramento International,KSMF,SMF,2022-01-01T23:27:00+00:00,Washington Dulles International,KIAD,IAD,United Airlines,UAL,2214,UA2214,UAL2214,38.6950854,-121.5900648,North Natomas
01/01/2022,Hopkins International,KCLE,CLE,,Lambert-St. Louis International,KSTL,STL,United Airlines,UAL,4455,UA4455,UAL4455,41.4057985,-81.8538669,Cleveland
01/01/2022,Westchester County Apt,KHPN,HPN,,Hanscom Field,KBED,BED,empty,,,,,41.0683325,-73.7086641,West Harrison
01/01/2022,Eagle County,KEGE,EGE,,Evansville Regional Airport,KEVV,EVV,empty,,,,,39.6423103,-106.9169991,Gypsum
01/01/2022,Burlington International,KBTV,BTV,,Chicago O'hare International,KORD,ORD,Air Canada,ACA,3618,AC3618,ACA3618,44.4706939,-73.1516037,South Burlington
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T19:46:00+00:00,Will Rogers World Airport,KOKC,OKC,JetBlue Airways,JBU,4760,B64760,JBU4760,40.7769271,-73.8739659,Queens County
01/01/2022,Roberts Field,KRDM,RDM,2022-01-01T16:39:00+00:00,Metropolitan Oak International,KOAK,OAK,Private owner,,577,,,44.253025,-121.1608351,Redmond
01/01/2022,Orcas Island,KORS,ESD,2022-01-01T16:11:00+00:00,Friday Harbor,KFHR,FRD,Private owner,,8151,,,48.7048988,-122.9094161,Eastsound
01/01/2022,William P Hobby,KHOU,HOU,2021-12-31T23:44:00+00:00,Love Field,KDAL,DAL,Quest Diagnostics,LBQ,640,LBQ640,LBQ640,29.6459141,-95.2768951,Southeast Houston
01/01/2022,Yampa Valley,KHDN,HDN,,Walker Field,KGJT,GJT,Flexjet,LXJ,371,LXJ371,LXJ371,40.4847488,-107.2197265,Hayden
01/01/2022,Fort Smith Regional Airport,KFSM,FSM,2022-01-01T20:05:00+00:00,Adams Field Airport,KLIT,LIT,empty,,,,,35.3375476,-94.3656121,McKennon Boulevard
01/01/2022,Joe Foss Field Airport,KFSD,FSD,,Pierre,KPIR,PIR,empty,,,,,43.5828065,-96.7402171,Sioux Falls
01/01/2022,Aspen,KASE,ASE,,Los Angeles International,KLAX,LAX,empty,,,,,39.2197303,-106.8646011,Aspen
01/01/2022,Henry E Rohlsen,TISX,STX,,Luis Munoz Marin International,TJSJ,SJU,Air Cargo Carriers,SNC,491,2Q491,SNC491,17.6994979,-64.7974696,Southcentral
01/01/2022,Will Rogers World Airport,KOKC,OKC,,William P Hobby,KHOU,HOU,empty,,,,,35.393056,-97.600556,Southwest Oklahoma City
01/01/2022,Jackson Hole,KJAC,JAC,,Indianapolis International,KIND,IND,Flexjet,LXJ,351,LXJ351,LXJ351,43.6033592,-110.7362976,East Airport Road
01/01/2022,Pittsburgh International,KPIT,PIT,2022-01-01T05:08:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,2059,WN2059,SWA2059,40.4919208,-80.2352233,Pittsburgh
01/01/2022,Lehigh Valley International,KABE,ABE,,Hartsfield-jackson Atlanta International,KATL,ATL,East Coast Jets,ECJ,31,,ECJ31,40.6510611,-75.4438853,Allentown
01/01/2022,Tampa International,KTPA,TPA,2022-01-01T05:14:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,3808,WN3808,SWA3808,27.9771524,-82.5311382,Westshore
01/01/2022,Manchester-boston Regional Airport,KMHT,MHT,2022-01-01T05:13:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,3431,WN3431,SWA3431,42.929687,-71.4352177,Manchester
01/01/2022,Bethel Airport,PABE,BET,,Ted Stevens Anchorage International Airport,PANC,ANC,Northern Air Cargo,NAC,730,NC730,NAC730,60.779722,-161.8377779,Alaska
01/01/2022,T. F. Green Airport,KPVD,PVD,2022-01-01T05:12:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,3665,WN3665,SWA3665,41.723536,-71.426957,Warwick
01/01/2022,International Jetport,KPWM,PWM,2022-01-01T05:09:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,2102,WN2102,SWA2102,43.6464785,-70.3096974,Portland
01/01/2022,Yeager,KCRW,CRW,2022-01-01T05:52:00+00:00,Port Columbus International,KCMH,CMH,empty,,,,,38.3714544,-81.5934612,Airport Road
01/01/2022,Indianapolis International,KIND,IND,2022-01-01T05:03:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,3125,WN3125,SWA3125,39.7168593,-86.2955952,Indianapolis
01/01/2022,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,2022-01-01T06:39:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,Southwest Airlines,SWA,2645,WN2645,SWA2645,39.1774042,-76.6683922,Maryland
01/01/2022,Kansas City International Airport,KMCI,MCI,,San Francisco International,KSFO,SFO,JetBlue Airways,JBU,2843,B62843,JBU2843,39.3035862,-94.7092596,Kansas City
01/01/2022,Piedmont Triad International,KGSO,GSO,2021-12-31T23:56:00+00:00,Cincinnati/Northern Kentucky,KCVG,CVG,Amerijet International,AJT,125,M6125,AJT125,36.1043671,-79.9351805,Greensboro
01/01/2022,Myrtle Beach AFB,KMYR,MYR,2022-01-01T06:08:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Aeromexico,AMX,4534,AM4534,AMX4534,33.6822019,-78.9278943,Myrtle Beach
01/01/2022,Key West International Airport,KEYW,EYW,2022-01-01T06:48:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,4519,AA4519,AAL4519,24.5536707,-81.7549737,Naval Air Station Key West
01/01/2022,Erie International Airport Tom Ridge Field,KERI,ERI,2022-01-01T06:13:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,5068,AA5068,AAL5068,42.0851397,-80.17134,Erie
01/01/2022,Akron/canton Regional,KCAK,CAK,,Orlando International,KMCO,MCO,Spirit Airlines,NKS,387,NK387,NKS387,40.9153709,-81.4416324,Lauby Road
01/01/2022,Buffalo Niagara International,KBUF,BUF,2022-01-01T05:19:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,2614,WN2614,SWA2614,42.9397059,-78.7295067,Buffalo
01/01/2022,Melbourne International Airport,KMLB,MLB,2022-01-01T06:05:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Aeromexico,AMX,3347,AM3347,AMX3347,28.1012659,-80.645078,Melbourne
01/01/2022,Worcester Regional Airport,KORH,ORH,2022-01-01T06:18:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,Azul,AZU,7403,AD7403,AZU7403,42.2680093,-71.876337,Worcester
01/01/2022,Roanoke Regional Airport,KROA,ROA,2022-01-01T06:18:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Aeromexico,AMX,4075,AM4075,AMX4075,37.320398,-79.9701915,Roanoke
01/01/2022,Greater Rochester International,KROC,ROC,2022-01-01T06:59:00+00:00,John F Kennedy International,KJFK,JFK,Korean Air,KAL,7224,KE7224,KAL7224,43.1225229,-77.6665722,Rochester
01/01/2022,Raleigh-durham International Airport,KRDU,RDU,2022-01-01T06:44:00+00:00,Orlando International,KMCO,MCO,Spirit Airlines,NKS,321,NK321,NKS321,35.880079,-78.7879963,Wake County
01/01/2022,James Cox Dayton International,KDAY,DAY,2022-01-01T05:48:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,5083,AA5083,AAL5083,39.9025242,-84.2217719,Dayton
01/01/2022,Greenville Spartanburg International Airport,KGSP,GSP,2022-01-01T06:13:00+00:00,Miami International Airport,KMIA,MIA,American Airlines,AAL,4446,AA4446,AAL4446,34.8959008,-82.2172338,Greer
01/01/2022,Ronald Reagan Washington National Airport,KDCA,DCA,2022-01-01T06:06:00+00:00,Miami International Airport,KMIA,MIA,American Airlines,AAL,1178,AA1178,AAL1178,38.851242,-77.0402315,Arlington
01/01/2022,Harrisburg International,KMDT,MDT,2022-01-01T06:18:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,977,AA977,AAL977,40.1942375,-76.7576672,Middletown
01/01/2022,Gainesville Regional,KGNV,GNV,,Miami International Airport,KMIA,MIA,American Airlines,AAL,3573,AA3573,AAL3573,29.6865485,-82.276659,Northeast 39th Avenue
01/01/2022,Metropolitan Oak International,KOAK,OAK,2022-01-01T03:56:00+00:00,Ted Stevens Anchorage International Airport,PANC,ANC,FedEx,FDX,169,FX169,FDX169,37.7125689,-122.2197428,Oakland
01/01/2022,Albert J Ellis,KOAJ,OAJ,2022-01-01T12:48:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,5563,AA5563,AAL5563,34.8291316,-77.6068843,Richlands
01/01/2022,Austin-bergstrom International,KAUS,AUS,2022-01-01T05:11:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,4679,AA4679,AAL4679,30.1974711,-97.6663529,Austin
01/01/2022,Long Island Mac Arthur,KISP,ISP,2022-01-01T05:17:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,2583,WN2583,SWA2583,40.7956382,-73.0987574,Ronkonkoma
01/01/2022,Sarasota/Bradenton International,KSRQ,SRQ,2022-01-01T06:07:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Aeromexico,AMX,3490,AM3490,AMX3490,27.3951191,-82.5538197,Sarasota
01/01/2022,"Jacksonville,",KJAX,JAX,2022-01-01T06:49:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,2837,AA2837,AAL2837,30.4940713,-81.6879368,Northside
